,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Company,Company,Company,Company,Company,Company,Company,Company,Company,Company,Company,Company,Country,Country,Country,Spoken_lang,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Descriptive,Numerical,Numerical,Numerical,Numerical,Numerical,Release_year,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Release_month,Numerical,Numerical,Company,Company,Company,Company,Release_year,Release_year,Release_year,Release_year,Release_year,Numerical,Country,Country,Country,Country,Country,Country,Country
266,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20000000.0,128.0,57293371.0,359.0,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
268,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000000.0,110.0,37962774.0,320.0,38.0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000.0,113.0,100020092.0,207.0,19.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,0,1,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0
270,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12000000.0,104.0,114194847.0,363.0,44.0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,95.0,76933.0,148.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,8,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0
273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31000000.0,161.0,266185197.0,237.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
274,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40000000.0,123.0,96618699.0,400.0,52.0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
275,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195000000.0,114.0,197687603.0,530.0,29.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
276,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,57000000.0,115.0,101000000.0,350.0,81.0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
277,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35000000.0,181.0,725997.0,208.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
278,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35000000.0,100.0,3967001.0,314.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
279,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558000.0,89.0,2227000.0,129.0,65.0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
281,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35000000.0,75.0,28023563.0,840.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0
282,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000000.0,120.0,71283278.0,576.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
283,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,114.0,43650785.0,505.0,96.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
284,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,44000000.0,96.0,300400432.0,157.0,42.0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000000.0,111.0,73244881.0,408.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,1,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0
286,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000.0,118.0,142851197.0,437.0,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
287,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,106.0,65088797.0,249.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35000000.0,115.0,125000000.0,440.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
289,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19000000.0,118.0,141407024.0,346.0,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
290,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3000000.0,106.0,42300000.0,229.0,28.0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,3,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000.0,91.0,163403799.0,445.0,61.0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,1,0,3,1,0,1,0,0,0,0
292,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,80000000.0,103.0,274470394.0,443.0,19.0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13000000.0,112.0,318000141.0,236.0,43.0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000.0,106.0,78874843.0,385.0,14.0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
295,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60000000.0,148.0,52700000.0,356.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80000000.0,113.0,177311151.0,295.0,25.0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
297,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,118.0,48543388.0,240.0,42.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35000000.0,98.0,23570541.0,222.0,13.0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31000000.0,157.0,134895607.0,372.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
300,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,106.0,15396525.0,218.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
301,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609000.0,101.0,6980360.0,339.0,37.0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
302,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,111.0,65595485.0,420.0,56.0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
303,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1200000.0,103.0,103911669.0,263.0,30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
304,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60000000.0,92.0,164433867.0,139.0,17.0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
305,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000000.0,118.0,151493655.0,334.0,33.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,125.0,140795793.0,135.0,16.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
307,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17000000.0,112.0,113042075.0,482.0,18.0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
308,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000.0,99.0,114830111.0,233.0,47.0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,30000000.0,118.0,176506819.0,422.0,43.0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,4,0,1,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0
310,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.0,92.0,6272403.0,176.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
311,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000000.0,114.0,107752036.0,249.0,21.0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,6,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35000000.0,71.0,44057737.0,182.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000.0,94.0,36045115.0,450.0,49.0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
314,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53000000.0,116.0,66000000.0,170.0,17.0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
315,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000.0,93.0,21080058.0,558.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
316,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,92.0,35000000.0,166.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
317,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,135000000.0,112.0,245623848.0,354.0,17.0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,0,0,1,1,0,0,0,0,1,3,0,0,1,0,0,0,0
318,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000000.0,95.0,198636868.0,225.0,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0
319,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000.0,123.0,78287970.0,349.0,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
320,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000.0,119.0,163500000.0,107.0,81.0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
321,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000.0,111.0,77635035.0,176.0,115.0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,0,1,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0
322,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60000000.0,130.0,218340595.0,519.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
323,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,55000000.0,94.0,189624452.0,357.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
324,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40000000.0,130.0,191200000.0,230.0,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,2,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0
325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,85000000.0,122.0,311312624.0,339.0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
326,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000.0,102.0,7390108.0,180.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
327,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,800000.0,91.0,1984662.0,270.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000.0,95.0,9016922.0,178.0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,14,1,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0
329,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000.0,83.0,102992536.0,280.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
330,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000000.0,110.0,120207127.0,373.0,80.0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15000000.0,108.0,38978784.0,440.0,52.0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
332,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000000.0,175.0,245066411.0,307.0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85000000.0,136.0,205135324.0,283.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0
335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12000000.0,90.0,90000000.0,175.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
336,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000000.0,102.0,114178613.0,444.0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,0,0,1,1,0,0,0,0,1,4,0,0,1,0,0,1,0
337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9000000.0,87.0,10952000.0,134.0,25.0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
338,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14000000.0,125.0,185400000.0,252.0,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,3,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0
339,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000000.0,106.0,47800000.0,269.0,78.0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
340,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39000000.0,87.0,81491068.0,285.0,50.0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
341,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000000.0,98.0,59612888.0,438.0,73.0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
